userid,followerid
1879241994,75
1879242762,127
1879242840,264
1879243184,251
1879243234,69
1879243473,683
1879243697,900
1879244284,370
1879244523,1079
1879244590,53
1879244874,66
1879246662,29
1879246941,16
1879246974,102
1879247017,1150
1879247165,764
1879248323,298
1879248523,135
1879248705,147
1879249461,1052
1879768104,223
1879768300,341
1879768342,8
1879768393,56
1879768667,914
1879768804,82
1879768950,678
1879769624,53
1879769734,67
1879769781,158
1879770050,81
1879770063,30
1879770454,47
1879771057,292
1879771185,65
1879771370,370
1879772351,298
1879773321,927
1879773475,457
1879773543,72
1879773570,86
1879773915,52
1879773981,374
1879774433,39
1879774441,793
1879774574,36
1879774634,51
1879774782,78
1879774842,125
1879775220,55
1879775550,103
1879775944,494
1879776463,60
1879776741,276
1879776943,78
1879777144,97
1879777241,103
1879777331,71
1879777673,110
1879778060,331
1879778165,44
1879778215,267
1879778344,403
1879778661,205
1879778684,450
1879778774,414
1879778934,483
1879779583,36
1879779672,1296
1879779734,110
1879779900,361
1879780590,125
1879780801,75
1879781372,146
1879781792,35
1879782090,526
1879782177,114
1879782727,511
1879782824,122
1879782977,94
1879783072,154
1879783257,225
1879783317,86
1879783334,111
1879784077,547
1879784183,270
1879784384,62
1879784700,192
1879785245,51
1879785390,1028
1879785770,203
1879786531,69
1879786732,335
1879786804,8
1879786902,120
1879787050,152
1879787132,167
1879787230,88
1879787604,627
1879788453,169
1879788582,261
1879788654,147
1879788732,39
1879788780,12
1879788995,111
1879789243,126
1879789757,67
1879789762,98
1879789970,53
1879790140,113
1879790333,424
1879791110,60
1879791133,58
1879791237,11
1879791684,230
1879791831,187
1879791924,236
1879792035,73
1879792694,8
1879792741,150
1879792804,440
1879792962,301
1879793064,13
1879793210,175
1879793421,511
1879793504,270
1879793953,113
1879794247,25
1879794433,32
1879794502,485
1879794645,38
1879794900,305
1879794964,232
1879795123,23
1879795537,136
1879795645,526
1879795681,185
1879795914,172
1879796033,218
1879796211,35
1879796272,90
1879796645,417
1879796834,687
1879797051,581
1879797891,285
1879797933,32
1879798084,791
1879798201,66
1879798434,133
1879799467,276
1879799667,1176
1879800210,14
1879800233,269
1879800564,29
1879801004,161
1879801145,1690
1879801480,40
1879801550,104
1879801654,175
1879801771,110
1879802041,57
1879802075,119
1879802107,32
1879802412,32
1879802454,198
1879802911,84
1879803447,81
1879803475,476
1879803624,320
1879803764,242
1879804230,43
1879804590,78
1879804595,252
1879805097,109
1879805851,12
1879806221,218
1879806462,386
1879806622,104
1879807004,27
1879807083,362
1879807244,202
1879807672,95
1879807693,10
1879808064,709
1879808285,542
1879808471,168
1879808512,428
1879808641,729
1879808712,56
1879809035,399
1879809257,1331
1879809500,92
1879809534,208
1879810073,78
1879810105,49
1879810531,66
1879810662,126
1879810977,32
1879811190,672
1879811301,98
1879811431,95
1879811465,59
1879811593,431
1879811650,186
1879811777,583
1879811890,268
1879811904,163
1879811951,41
1879812094,15
1879812475,95
1879812695,51
1879812715,38
1879812770,126
1879812904,56
1879813020,44
1879813224,105
1879813337,133
1879813484,156
1879813517,93
1879813564,33
1879814304,212
1879814690,23
1879815304,299
1879815392,75
1879815701,106
1879815904,360
1879816440,72
1879816730,31
1879818481,2
1879818790,144
1879819712,349
1879819834,10
1879820652,56
1879820723,51
1879820780,81
1879821341,167
1879822001,577
1879822043,55
1879822264,169
1879822355,589
1879822735,519
1879823051,496
1879823515,321
1879823544,265
1879823630,38
1879823660,799
1879823771,177
1879823803,119
1879823955,572
1879824034,169
1879824254,36
1879824354,330
1879824454,52
1879824747,860
1879825524,68
1879825677,127
1879825792,55
1879825804,31
1879826137,404
1879826574,17
1879826575,569
1879826624,519
1879826633,305
1879826700,166
1879826951,37
1879827145,102
1879828017,171
1879828032,212
1879828145,353
1879828401,156
1879829054,48
1879829071,1152
1879829462,85
1879829492,12
1879829767,746
1879829814,127
1879829837,71
1879830405,261
1879830417,258
1879831075,92
1879831393,975
1879831652,198
1879831662,104
1879832175,657
1879832213,597
1879832410,70
1879833060,117
1879833267,53
1879833574,358
1879833644,539
1879833773,31
1879834032,68
1879834327,328
1879834875,127
1879835164,73
1879835235,30
1879835433,164
1879835622,120
1879835704,931
1879835922,220
1879835940,215
1879835951,501
1879835964,48
1879836024,5
1879836104,116
1879836662,154
1879836814,230
1879836837,176
1879837012,473
1879837111,30
1879837335,87
1879837801,143
1879837990,231
1879838192,254
1879838455,113
1879838604,107
1879838672,662
1879838747,84
1879838980,110
1879839424,85
1879839430,119
1879839551,167
1879840017,53
1879840172,187
1879840390,121
1879840542,137
1879840867,136
1879840945,940
1879841014,157
1879841224,37
1879841305,126
1879841492,104
1879842345,931
1879842480,1733
1879842675,1647
1879842813,63
1879843095,128
1879843121,421
1879843151,101
1879843533,120
1879843593,31
1879843600,907
1879843694,274
1879844420,148
1879844673,36
1879844885,145
1879844887,70
1879844964,422
1879845435,5
1879845685,67
1879845774,37
1879845963,231
1879846724,116
1879847007,123
1879847140,13
1879847252,239
1879847300,69
1879847753,706
1879847921,102
1879848010,82
1879848164,96
1879848224,63
1879848425,1001
1879848477,26
1879849525,333
1879849895,396
1879850674,725
1879850750,183
1879850863,578
1879850912,115
1879851630,143
1879852660,36
1879853294,1042
1879853647,25
1879853932,10
1879854067,67
1879854537,304
1879854952,877
1879855071,88
1879855174,14
1879855563,1230
1879855724,345
1879856112,154
1879856344,226
1879856592,57
1879856732,163
1879856853,114
1879856931,487
1879856934,405
1879857292,74
1879857592,829
1879857984,72
1879858124,254
1879858492,67
1879858742,54
1879858787,29
1879859157,177
1879859300,54
1879859474,278
1879860222,100
1879860741,144
1879861454,75
1879861654,48
1879861867,252
1879861982,96
1879861984,100
1879862297,152
1879862424,995
1879862882,145
1879863017,100
1879863864,23
1879863907,133
1879863990,40
1879864591,174
1879864620,77
1879864870,430
1879864903,145
1879865277,8
1879865350,161
1879865537,420
1879865763,754
1879865887,334
1879866257,826
1879866267,140
1879866563,291
1879866594,141
1879867287,156
1879867475,185
1879868464,398
1879868534,78
1879868954,339
1879869544,914
1879870332,162
1879870634,110
1879870725,10
1879870751,29
1879870794,269
1879871012,57
1879871217,53
1879871287,20
1879872130,163
1879872574,170
1879872902,236
1879873750,91
1879874324,96
1879874592,98
1879874773,56
1879875302,133
1879875315,26
1879876034,191
1879876312,102
1879876820,63
1879877174,552
1879877182,3
1879878010,82
1879878254,130
1879878294,34
1879878382,44
1879878690,115
1879878740,176
1879879570,68
1879879900,303
1879879952,73
1879880354,138
1879880930,225
1879881134,676
1879881144,64
1879881264,163
1879881704,50
1879882645,157
1879882684,194
1879882734,48
1879882765,79
1879882810,43
1879883090,86
1879883460,183
1879883554,51
1879883780,73
1879883790,85
1879883812,582
1879883942,61
1879884032,111
1879884063,83
1879884332,40
1879884353,751
1879884724,153
1879884974,129
1879885040,77
1879885270,140
1879886022,71
1879886464,19
1879886572,395
1879886614,36
1879887034,56
1879887305,908
1879887370,525
1879888110,76
1879888392,123
1879888574,123
1879888805,287
1879889037,119
1879889052,199
1879889292,244
1879890132,37
1879890220,463
1879890800,76
1879890827,18
1879890940,263
1879891071,95
1879891340,158
1879891652,15
1879892092,8
1879893354,205
1879893372,55
1879893423,460
1879893504,46
1879893545,51
1879894060,39
1879894420,117
1879894472,667
1879894654,116
1879894710,294
1879894863,116
1879895110,123
1879895723,146
1879896024,121
1879896272,98
1879896341,56
1879896344,170
1879897133,24
1879897894,105
1879898995,393
1879899142,152
1879899610,46
1879899837,195
1879900004,200
1879900374,52
1879900432,166
1879900895,101
1879901180,1187
1879901184,448
1879901255,264
1879901644,31
1879901992,172
1879902430,918
1879902534,8
1879902582,63
1879902965,48
1879903004,47
1879903312,72
1879903355,103
1879903370,389
1879903515,45
1879903644,406
1879903732,173
1879903837,150
1879903894,208
1879904025,69
1879904224,1098
1879905001,37
1879905101,65
1879905132,227
1879905425,346
1879905741,66
1879905811,53
1879906035,40
1879906454,115
1879906943,944
1879906982,84
1879908023,479
1879908067,77
1879908332,380
1879908695,308
1879908932,85
1879909085,113
1879909450,74
1879910195,18
1879910222,193
1879911024,83
1879911255,576
1879911341,256
1879911894,76
1879912115,26
1879912241,175
1879912515,727
1879912771,522
1879912811,148
1879913164,311
1880424747,109
1880425094,30
1880425242,1093
1880425273,52
1880425502,258
1880425714,25
1880426505,97
1880426610,364
1880426713,52
1880427241,644
1880427535,541
1880427695,529
1880427754,56
1880427971,238
1880428513,113
1880429174,130
1880431174,161
1880433130,56
1880433195,60
1880433261,178
1880434252,273
1880434772,105
1880435071,134
1880435202,91
1880436467,1093
1880436792,135
1880436902,25
1880437117,154
1880437670,126
1880437881,214
1880438121,17
1880438183,132
1880438257,80
1880438737,148
1880438927,10
1880439182,327
1880439310,590
1880439531,68
1880440000,112
1880440770,222
1880441331,35
1880441582,83
1880441747,122
1880442022,37
1880442072,26
1880443285,82
1880443441,83
1880443695,51
1880443787,78
1880444193,166
1880444560,329
1880445050,51
1880445213,167
1880445302,48
1880445802,170
1880446442,86
1880447342,128
1880447343,47
1880447607,454
1880447703,177
1880448182,73
1880448233,165
1880448245,92
1880449090,51
1880450404,267
1880450407,95
1880450772,140
1880451044,45
1880451182,66
1880451477,109
1880451887,58
1880451972,1397
1880452447,160
1880452565,224
1880452731,140
1880453451,106
1880453697,189
1880453730,59
1880454443,127
1880454912,296
1880455751,229
1880455814,95
1880456120,74
1880456277,1316
1880456420,96
1880456560,42
1880456647,19
1880456667,250
1880456851,20
1880457192,118
1880457402,128
1880457553,5
1880457634,265
1880458174,967
1880459165,385
1880459485,472
1880459573,84
1880459891,82
1880460051,44
1880461271,308
1880461842,12
1880463174,89
1880464601,127
1880464900,399
1880465640,880
1880466211,78
1880466244,565
1880466291,86
1880466722,43
1880466742,73
1880468610,97
1880469012,252
1880469415,36
1880469721,146
1880470004,84
1880470220,65
1880470240,621
1880470582,199
1880471021,153
1880471054,58
1880471224,42
1880471322,206
1880472232,282
1880472362,35
1880472723,875
1880472962,336
1880473641,48
1880474951,139
1880475094,163
1880475155,104
1880475223,13
1880476002,74
1880476042,179
1880476214,137
1880476520,62
1880476657,15
1880476691,115
1880476692,257
1880476694,221
1880476793,157
1880476943,251
1880477263,54
1880477391,260
1880477453,171
1880477991,88
1880478483,20
1880478602,63
1880478810,328
1880479014,14
1880479080,71
1880479131,1006
1880479792,168
1880480387,39
1880481251,83
1880481584,41
1880481975,57
1880482500,73
1880482604,198
1880482667,40
1880483383,10
1880483405,40
1880483524,449
1880483622,614
1880483660,144
1880483700,7
1880483890,79
1880483995,115
1880485342,41
1880485512,117
1880485711,83
1880488002,6
1880488212,167
1880488220,109
1880488485,885
1880488502,34
1880489170,90
1880489307,279
1880489702,13
1880490001,1219
1880490382,413
1880490507,106
1880490650,109
1880491662,127
1880491875,270
1880492085,113
1880492550,92
1880493775,336
1880493887,255
1880493903,19
1880494010,24
1880494383,133
1880494727,23
1880494774,97
1880495045,129
1880495091,376
1880495234,54
1880495271,129
1880495581,103
1880495603,263
1880495633,61
1880495650,78
1880495803,96
1880495925,62
1880495980,170
1880496205,94
1880496345,56
1880496792,34
1880497102,83
1880497114,215
1880497214,57
1880497674,325
1880498892,349
1880498913,56
1880500124,124
1880500342,22
1880500503,58
1880500567,70
1880500922,48
1880501330,81
1880501655,392
1880501860,190
1880501890,78
1880501980,134
1880502085,237
1880502731,148
1880503444,197
1880503622,31
1880503662,247
1880503815,152
1880503964,141
1880504060,31
1880504282,256
1880504602,64
1880504634,74
1880504970,660
1880505410,142
1880505813,176
1880505975,182
1880506000,23
1880506252,1293
1880506345,191
1880507171,7
1880507192,188
1880507394,126
1880507674,87
1880507755,50
1880507825,744
1880507833,102
1880508490,280
1880509377,305
1880509394,124
1880510250,499
1880510905,146
1880511060,20
1880511160,108
1880511241,219
1880511327,20
1880511512,529
1880511635,700
1880511843,94
1880512234,60
1880512414,69
1880512672,57
1880512827,386
1880512835,27
1880513130,401
1880513295,69
1880513392,1149
1880513753,108
1880513994,56
1880514172,16
1880514180,92
1880514232,76
1880514311,169
1880515873,118
1880516117,442
1880516174,150
1880517107,123
1880517155,316
1880517807,116
1880518065,149
1880518163,113
1880518192,7
1880518477,11
1880518493,150
1880518521,957
1880518571,639
1880518952,62
1880519011,308
1880519110,157
1880519770,1488
1880519952,51
1880520570,78
1880520612,67
1880520660,543
1880521111,570
1880521572,159
1880521683,176
1880521735,280
1880522272,205
1880523237,226
1880523550,106
1880525774,53
1880526177,53
1880526357,46
1880526407,77
1880526522,116
1880526554,93
1880526592,107
1880526614,276
1880526935,51
1880527400,159
1880527951,246
1880528621,66
1880529093,561
1880529157,63
1880529565,143
1880530042,81
1880530547,175
1880530643,52
1880530810,15
1880530875,261
1880531015,716
1880531513,161
1880531821,79
1880531900,165
1880531947,205
1880532025,52
1880532087,158
1880532272,263
1880532331,122
1880532340,99
1880532555,109
1880532903,42
1880533001,125
1880533134,81
1880533182,999
1880533571,230
1880533831,67
1880534100,173
1880534213,293
1880534613,87
1880535191,144
1880535341,60
1880536125,343
1880536181,625
1880536547,602
1880536880,62
1880537700,41
1880538272,182
1880538765,47
1880538780,169
1880540274,172
1880540863,152
1880540874,94
1880541425,219
1880541534,406
1880541811,38
1880542203,61
1880542581,39
1880543295,69
1880543673,71
1880544120,286
1880544771,91
1880544807,256
1880545253,8
1880547814,880
1929302403,184
1929303183,139
1929303241,206
1929303875,83
1929304267,165
1929304691,1213
1929304783,6
1929305094,93
1929305261,50
1929305951,120
1929306775,724
1929306871,52
1929306943,100
1929307083,205
1929307921,333
1929308057,31
1929308073,387
1929308107,249
1929308284,171
1929309083,21
1929309203,127
1929310313,315
1929310631,37
1929310913,119
1929311095,606
1929311842,115
1929312651,595
1929313661,250
1929313851,214
1929314135,216
1929315913,42
1929316091,45
1929317141,116
1929317197,141
1930136852,21
1930137001,27
1930137013,394
1930137101,113
1930137325,11
1930138105,288
1930138130,262
1930138403,147
1930139031,232
1930140375,86
1930140851,329
1930140941,246
1930141241,47
1930141311,85
1930141335,70
1930141602,8
1930142043,534
1930144527,350
1930144851,38
1930145462,175
1930145571,320
1930145635,56
1930146071,220
1930146545,107
1930147935,384
1930148015,53
1930148211,65
1930148371,29
1930148521,305
1930148543,155
1930148717,53
1930148935,68
1930148957,76
1930148975,55
1930149375,1322
1930149441,101
1930149725,152
1930149945,307
1930150194,276
1930150582,291
1930150663,92
1930150954,15
1930152042,813
1930152110,86
1930152301,25
1930152335,189
1930152361,181
1930153433,435
1930153455,95
1930153461,158
1930154224,670
1930154233,181
1930154655,27
1930155057,70
1930155393,137
1930155762,92
1930156457,257
1930156640,37
1930156655,26
1930156691,15
1930157224,554
1930157255,818
1930157535,542
1930158277,79
1930158577,108
1930158634,144
1930159475,78
1930159575,188
1930160470,101
1930160675,29
1930160684,114
1930160965,499
1930161347,29
1930162164,980
1930162171,69
1930162204,260
1930162215,160
1930162385,69
1930162875,221
1930163130,184
1930163967,153
1930164047,218
1930164227,171
1930164563,136
1930164693,841
1930165005,259
1930165154,365
1930165571,290
1930165604,61
1930166017,79
1930166371,85
1930166385,28
1930166677,48
1930167294,857
1930168055,133
1930168374,341
1930169233,119
1930169244,289
1930170022,112
1930170175,72
1930170303,281
1930170433,679
1930170917,90
1930171180,154
1930172151,50
1930172281,88
1930172525,209
1930172921,33
1930172982,1106
1930173631,193
1930174177,123
1930174271,103
1930174345,274
1930175220,123
1930175471,94
1930175691,225
1930175854,886
1930176135,414
1930177004,237
1930177944,176
1930178262,123
1930178401,42
1930179205,32
1930179873,1069
1930179875,315
1930180117,537
1930180122,118
1930180307,78
1930180330,396
1930180411,25
1930181620,1046
1930181673,65
1930182033,472
1930182093,604
1930182094,93
1930182193,126
1930182993,244
1930183113,101
1930183377,164
1930183645,350
1930183927,174
1930184022,149
1930184137,119
1930184464,174
1930185404,149
1930185765,120
1930185800,93
1930185973,76
1930186090,85
1930186197,67
1930186434,408
1930186570,796
1930186825,75
1930187045,354
1930187431,191
1930187510,504
1930187851,15
1930187985,318
1930188773,575
1930188835,635
1930188871,86
1930189123,30
1930189230,91
1930189870,294
1930190197,25
1930190333,89
1930190805,53
1930191663,53
1930192287,167
1930192312,191
1930192842,354
1930192881,67
1930193667,48
1930195061,29
1930195211,54
1930195303,517
1930195304,154
1930195414,59
1930196033,44
1930196420,46
1930196795,882
1930196863,263
1930197052,250
1930197437,40
1930198071,57
1930198115,57
1930198160,105
1930198433,261
1930199167,24
1930200011,1127
1930200207,549
1930200275,153
1930201220,1
1930201521,12
1930201665,179
1930201942,227
1930202261,7
1930202531,32
1930202785,274
1930203011,204
1930203205,84
1930203374,29
1930203735,299
1930204572,56
1930204741,562
1930204877,181
1930207171,179
1930207255,85
1930207455,337
1930207641,81
1930208400,67
1930209471,85
1930209777,11
1930210082,490
1930211141,57
1930211315,153
1930211353,305
1930211501,33
1930212161,39
1930212347,149
1930212491,474
1930212753,94
1930213147,140
1930214073,43
1930214507,126
1930214863,165
1930215441,31
1930215614,131
1930215635,234
1930215645,161
1930215862,122
1930215957,1265
1930216045,183
1930216093,124
1930216252,391
1930216771,154
1930217094,68
1930217551,364
1930217913,74
1930218083,623
1930219040,179
1930219773,215
1930220275,69
1930220551,178
1930220847,190
1930221823,96
1930222465,1050
1930222534,174
1930222963,72
1930224053,386
1930224192,78
1930224904,24
1930225351,489
1930225521,213
1930225993,97
1930226091,268
1930226141,115
1930226681,525
1930226754,18
1930226962,115
1930227130,313
1930227151,92
1930227184,102
1930227733,295
1930228001,156
1930228511,201
1930228604,36
1930228834,204
1930228875,45
1930229084,94
1930229253,97
1930229561,156
1930229825,104
1930230667,78
1930231971,57
1930232087,48
1930233010,780
1930233195,497
1930233401,137
1930233795,301
1930234011,848
1930234462,340
1930235327,148
1930235983,47
1930236085,75
1930236895,196
1930237825,73
1930238133,43
1930238760,137
1930239843,341
1930240721,1113
1930241761,45
1930241843,230
1930241917,101
1930241967,27
1930242275,78
1930243203,67
1930243812,244
1930243914,10
1930244925,102
1930245727,137
1930245924,125
1930245992,89
1930246051,128
1930246545,287
1930247051,124
1930247287,94
1930247330,1361
1930248343,119
1930248475,63
1930249050,48
1930249087,67
1930249271,1663
1930249613,59
1930249892,747
1930251057,6
1930251763,26
1930252125,2
1930252473,117
1930253155,72
1930253297,271
1930253713,127
1930253787,548
1930253957,278
1930254163,151
1930927003,109
1930927103,121
1930927987,68
1930928551,284
1930928765,753
1930929097,245
1930929842,376
1930929972,98
1930930244,88
1930930292,176
1930930335,395
1930930473,39
1930930971,966
1930931277,912
1930932124,91
1930933573,155
1930933862,47
1930934351,83
1930935051,477
1930935141,1050
1930935560,33
1930935605,162
1930935654,159
1930936075,28
1930937163,100
1930937403,271
1930937671,428
1930937742,71
1930938195,54
1930938322,716
1930938422,40
1930938675,41
1930939077,85
1930939385,127
1930939505,421
1930939512,120
1930939857,138
1930939970,876
1930939995,155
1930940280,329
1930940283,79
1930940482,64
1930940544,51
1930940591,339
1930940603,73
1930940712,119
1930941090,415
1930941135,264
1930941787,656
1930942051,22
1930942152,170
1930943243,114
1930943263,24
1930943517,51
1930944447,18
1930944465,84
1930944562,66
1930944872,118
1930945727,293
1930945923,102
1930946052,63
1930946377,523
1930947125,515
1930947445,300
1930947453,58
1930948044,75
1930948532,136
1930948903,116
1930949034,79
1930949072,86
1930949107,505
1930949297,344
1930949574,120
1930949627,127
1930950260,36
1930950261,46
1930950275,412
1930950300,71
1930950830,60
1930951112,76
1930951374,493
1930951603,65
1930952943,203
1930953171,115
1930953321,145
1930953733,227
1930954015,210
1930954185,721
1930954471,146
1930954477,399
1930955110,101
1930955163,90
1930955204,306
1930955494,125
1930956663,51
1930957921,67
1930958202,71
1930958281,98
1930958424,101
1930958893,25
1930959090,257
1930959933,29
1930960724,52
1930960880,145
1930960975,63
1930961211,62
1930961223,51
1930961914,32
1930962165,144
1930963421,89
1930963487,154
1930963823,361
1930963992,58
1930964107,114
1930964653,50
1930964742,62
1930965037,973
1930965767,78
1930965995,153
1930966252,350
1930966635,77
1930966837,49
1930968163,725
1930968441,146
1930969033,403
1930969434,30
1930969505,64
1930969647,12
1930969701,58
1930969745,243
1930969773,365
1930970155,41
1930970327,46
1930970873,33
1930971255,36
1930971677,127
1930973297,186
1930973615,41
1930973711,70
1930973831,48
1930973967,12
1930973980,167
1930974137,22
1930974695,77
1930975947,81
1930976177,45
1930976787,85
1930977571,32
1930978365,783
1930978534,146
1930978814,271
1930978947,1401
1930979633,63
1930979700,203
1930980985,1031
1930981344,48
1930981352,139
1930981623,194
1930981985,53
1930982315,303
1930982357,452
1930982635,62
1930983107,48
1930983260,94
1930983443,126
1930983777,15
1930984042,88
1930984701,173
1930984960,55
1930985172,135
1930985463,295
1930985693,74
1930986005,16
1930986447,90
1930986841,14
1930986901,115
1930987015,67
1930987564,64
1930988207,47
1930988275,44
1930989237,73
1930990001,300
1930991267,42
1930991543,229
1930992041,114
1930992352,75
1930993201,45
1930993377,538
1930993521,41
1930993645,80
1930993880,588
1930994542,71
1930994552,259
1930994640,492
1930994834,174
1930996373,141
1930996643,368
1930996945,16
1930997573,47
1930998551,732
1930999183,15
1930999350,67
1930999725,86
1931000225,105
1931001041,112
1931001297,84
1931001532,140
1931001827,56
1931002220,44
1931002243,333
1931002392,476
1931003013,864
1931003157,38
1931003510,1067
1931003663,293
1931003797,71
1931004287,128
1931005191,96
1931005652,74
1931006010,45
1931006080,371
1931006257,785
1931006322,111
1931006451,192
1931006501,161
1931006744,144
1931006864,136
1931007300,141
1931007301,113
1931007435,182
1931007702,28
1931008083,55
1931008345,50
1931008895,14
1931008920,78
1931009541,25
1931009925,472
1931010185,74
1931010914,69
1931011233,373
1931011424,87
1931012001,58
1931012337,68
1931012665,146
1931013184,10
1931013371,60
1931013474,92
1931013615,60
1931013757,194
1931013913,105
1931015301,62
1931015983,242
1931016063,572
1931016713,36
1931017185,58
1931017420,56
1931017850,113
1931018942,149
1931018977,805
1931020000,144
1931020402,49
1931021600,10
1931021683,331
1931021795,131
1931022017,44
1931022071,20
1931022651,713
1931022664,116
1931022777,90
1931023450,61
1931024270,77
1931024295,271
1931024700,75
1931024783,473
1931025653,131
1931025780,194
1931026004,731
1931026140,170
1931026252,87
1931026347,173
1931026637,10
1931026657,56
1931026823,1
1931026877,79
1931028312,106
1931028313,90
1931028585,79
1931028632,1704
1931029102,74
1931029115,91
1931588261,60
1931588647,77
1931588713,306
1931588805,783
1931588940,33
1931588942,88
1931588945,54
1931589363,55
1931589695,213
1931589911,73
1931590410,677
1931590945,221
1931592151,15
1931592161,54
1931592542,62
1931592705,38
1931593524,816
1931593835,201
1931593950,14
1931594057,110
1931594170,71
1931594502,797
1931594537,15
1931594822,965
1931595353,109
1931595361,122
1931595517,29
1931597402,91
1931597893,149
1931598421,298
1931599557,76
1931600081,18
1931600284,18
1931600752,402
1931601770,168
1931602441,89
1931602755,27
1931602815,184
1931603433,148
1931603865,55
1931604093,508
1931605047,60
1931606564,139
1931606862,285
1931607622,1660
1931607770,152
1931608205,51
1931608247,100
1931608607,154
1931608954,37
1931609357,76
1931609773,599
1931610084,84
1931610907,90
1931611361,4
1931612277,69
1931614801,100
1931614960,27
1931615354,827
1931616044,405
1931616813,363
1931616884,729
1931617017,120
1931617397,73
1931617462,103
1931617721,44
1931617953,29
1931618645,122
1931618811,284
1931619017,1250
1931619101,178
1931619820,1170
1931620197,130
1931621485,361
1931621805,28
1931622005,771
1931622151,425
1931622455,340
1931622525,336
1931622663,162
1931622735,18
1931623927,17
1931624743,351
1931624827,242
1931625055,250
1931625193,96
1931626407,191
1931626621,130
1931626655,47
1931626865,987
1931627153,243
1931629201,321
1931629244,347
1931629247,82
1931630260,129
1931631153,167
1931631517,29
1931631663,283
1931632375,80
1931632687,131
1931632767,1221
1931633071,32
1931633151,279
1931633462,201
1931633804,376
1931634564,44
1931635160,52
1931635213,71
1931635527,182
1931635682,353
1931636420,55
1931636617,31
1931637655,434
1931637965,110
1931638127,155
1931638380,43
1931638677,12
1931638773,223
1931639002,32
1931639655,135
1931639725,140
1931639727,43
1931639737,537
1931639887,51
1931640135,99
1931640457,65
1931641727,131
1931641951,252
1931641962,351
1931642065,55
1931642852,156
1931643017,264
1931643020,10
1931643607,66
1931643635,88
1931644244,146
1931644251,69
1931644470,472
1931644995,62
1931645057,46
1931645105,472
1931645227,236
1931645525,36
1931645613,70
1931646097,63
1931646127,52
1931646317,32
1931646343,122
1931646514,755
1931646933,53
1931647455,220
1931648751,31
1931648893,63
1931649310,435
1931649515,66
1931650313,90
1931651651,51
1931653431,80
1931653523,58
1931653711,53
1931654123,104
1931654175,133
1931655382,135
1931655571,448
1931655655,336
1931656005,869
1931656571,64
1931657053,116
1931658070,108
1931658225,113
1931658307,571
1931658407,111
1931658890,648
1931658935,13
1931659025,27
1931660912,88
1931661027,270
1931661347,374
1931661997,42
1931662031,44
1931664034,114
1931664044,220
1931664345,246
1931664417,256
1931664441,42
1931664742,197
1931665035,64
1931665431,462
1931665515,84
1931666125,2
1931666521,159
1931666694,121
1931667255,406
1931667907,56
1931668753,78
1931668791,305
1931669875,41
1931670162,51
1931670540,94
1931670620,605
1931670622,129
1931670954,71
1931671897,86
1931671902,412
1931672455,45
1931672847,25
1931673051,128
1931673274,37
1931673484,234
1931673893,118
1931674021,176
1931674083,187
1931674885,146
1931675414,42
1931676065,515
1931676901,25
1931676937,164
1931677815,58
1931679275,221
1931679390,76
1931679622,125
1931679971,52
1931680373,181
1931681182,99
1931681844,42
1931682197,298
1931683174,51
1931683367,339
1931685142,52
1931685907,58
1931686017,156
1931686391,80
1931686503,392
1931687151,30
1931687261,17
1931688225,272
1931688311,202
1931688383,378
1931688451,283
1931688484,51
1931689031,540
1931689215,34
1931690022,29
1931690637,44
1931691327,127
1931691605,63
1931691634,254
1931691851,184
1931691981,36
1931692594,225
1931692703,382
1931692844,25
1931692911,109
1931693170,33
1931693192,32
1931693431,1055
1931693722,234
1931694330,70
1931695010,673
1931695150,133
1931695465,113
1931695603,47
1931695724,118
1931695922,46
1931696122,1521
1931696723,39
1931696954,62
1931696994,215
1932427615,98
1932428662,44
1932430190,144
1932430441,128
1932432055,21
1932433070,48
1932433465,666
1932434035,1186
1932435117,537
1932436162,90
1932438022,24
1932438440,156
1932440190,102
1932441291,159
1932441711,313
1932442933,1064
1932444564,46
1932444720,80
1932444732,482
1932446255,40
1932448024,81
1932448480,37
1932448843,88
1932449565,198
1932449774,53
1932450387,344
1932450391,1073
1932451173,108
1932451285,300
1932451642,225
1932452212,308
1932452561,363
1932453091,99
1932453615,280
1932455451,85
1932455594,149
1932456487,177
1932457121,140
1932457174,651
1932457627,336
1932459383,670
1932459477,52
1932459677,262
1932459814,83
1932460174,94
1932460691,348
1932461261,47
1932461307,70
1932461857,844
1932462110,278
1932462435,633
1932463507,71
1932465142,150
1932465310,246
1932466341,58
1932468067,89
1932468252,61
1932468557,111
1932469323,76
1932470121,560
1932470601,124
1932470910,100
1932472671,1952
1932474750,317
1932474873,51
1932476351,137
1932477583,130
1932477845,133
1932479042,283
1932479880,96
1932480673,253
1932481025,82
1932481550,228
1932482165,79
1932482801,110
1932483774,965
1932484777,22
1932487255,131
1932488225,1099
1932488864,120
1932489493,250
1932489561,290
1932489642,37
1932490153,17
1932493351,48
1932493667,160
1932493733,231
1932494680,164
1932494700,47
1932495682,206
1932495843,75
1932495905,270
1932496917,130
1932496987,196
1932497115,98
1932497395,171
1932498447,440
1932499622,93
1932499717,81
1932499721,66
1932499864,74
1932499902,158
1932500584,60
1932500973,151
1932501041,260
1932503285,105
1932504094,772
1932505013,143
1932505457,162
1932505485,456
1932505922,130
1932506461,523
1932506565,250
1932507002,150
1932508897,179
1932510763,119
1932510840,102
1932512560,22
1932512645,368
